date,product_id,category,units_sold,units_ordered,price,discount(%),weather,season,demand,promotion,holiday,units_sold_ma7,lag_1,revenue,month
2023-04-30,P008,Groceries,3,4,45,0,Hot,Summer,Low,No,Yes,10.285714285714286,4.0,135,2023-04
2023-05-05,P008,Groceries,11,12,45,0,Hot,Summer,Medium,No,No,10.714285714285714,3.0,495,2023-05
2023-05-09,P008,Groceries,8,8,45,20,Sunny,Summer,Medium,Yes,No,9.0,11.0,360,2023-05
2023-05-11,P008,Groceries,7,8,45,0,Hot,Summer,Low,No,No,8.142857142857142,8.0,315,2023-05
2023-05-16,P008,Groceries,10,12,45,0,Hot,Summer,Medium,No,No,8.0,7.0,450,2023-05
2023-05-17,P008,Groceries,12,15,45,0,Sunny,Summer,Medium,No,No,7.857142857142857,10.0,540,2023-05
2023-05-19,P008,Groceries,9,10,45,0,Hot,Summer,Medium,No,No,8.571428571428571,12.0,405,2023-05
2023-05-23,P008,Groceries,8,8,45,0,Sunny,Summer,Medium,No,No,9.285714285714286,9.0,360,2023-05
2023-05-24,P008,Groceries,14,15,45,15,Hot,Summer,Medium,Yes,No,9.714285714285714,8.0,630,2023-05
2023-05-27,P008,Groceries,8,10,45,0,Humid,Summer,Medium,No,Yes,9.714285714285714,14.0,360,2023-05
2023-05-30,P008,Groceries,7,9,45,0,Sunny,Summer,Low,No,No,9.714285714285714,8.0,315,2023-05
2023-05-31,P008,Groceries,11,14,45,0,Hot,Summer,Medium,No,No,9.857142857142858,7.0,495,2023-05
2023-06-04,P008,Groceries,13,16,45,0,Rainy,Monsoon,Medium,No,Yes,10.0,11.0,585,2023-06
2023-06-07,P008,Groceries,4,5,45,0,Rainy,Monsoon,Low,No,No,9.285714285714286,13.0,180,2023-06
2023-06-10,P008,Groceries,7,10,45,0,Rainy,Monsoon,Low,No,Yes,9.142857142857142,4.0,315,2023-06
2023-06-21,P008,Groceries,12,13,45,0,Rainy,Monsoon,Medium,No,No,8.857142857142858,7.0,540,2023-06
2023-06-21,P008,Groceries,11,12,45,0,Rainy,Monsoon,Medium,No,No,9.285714285714286,12.0,495,2023-06
2023-06-26,P008,Groceries,6,7,45,0,Humid,Monsoon,Low,No,No,9.142857142857142,11.0,270,2023-06
2023-06-27,P008,Groceries,7,10,45,0,Humid,Monsoon,Low,No,No,8.571428571428571,6.0,315,2023-06
2023-07-01,P008,Groceries,15,17,45,15,Humid,Monsoon,Medium,Yes,Yes,8.857142857142858,7.0,675,2023-07
2023-07-02,P008,Groceries,6,9,45,0,Rainy,Monsoon,Low,No,Yes,9.142857142857142,15.0,270,2023-07
2023-07-06,P008,Groceries,13,15,45,0,Rainy,Monsoon,Medium,No,No,10.0,6.0,585,2023-07
2023-07-07,P008,Groceries,7,10,45,0,Rainy,Monsoon,Low,No,No,9.285714285714286,13.0,315,2023-07
2023-07-08,P008,Groceries,5,6,45,0,Rainy,Monsoon,Low,No,Yes,8.428571428571429,7.0,225,2023-07
2023-07-10,P008,Groceries,5,7,45,0,Rainy,Monsoon,Low,No,No,8.285714285714286,5.0,225,2023-07
2023-07-16,P008,Groceries,9,10,45,0,Rainy,Monsoon,Medium,No,Yes,8.571428571428571,5.0,405,2023-07
2023-07-22,P008,Groceries,12,15,45,0,Humid,Monsoon,Medium,No,Yes,8.142857142857142,9.0,540,2023-07
2023-07-23,P008,Groceries,9,10,45,0,Rainy,Monsoon,Medium,No,Yes,8.571428571428571,12.0,405,2023-07
2023-07-24,P008,Groceries,4,6,45,0,Rainy,Monsoon,Low,No,No,7.285714285714286,9.0,180,2023-07
2023-08-04,P008,Groceries,4,6,45,0,Humid,Monsoon,Low,No,No,6.857142857142857,4.0,180,2023-08
2023-08-07,P008,Groceries,8,11,45,0,Humid,Monsoon,Medium,No,No,7.285714285714286,4.0,360,2023-08
2023-08-08,P008,Groceries,11,12,45,10,Rainy,Monsoon,Medium,Yes,No,8.142857142857142,8.0,495,2023-08
2023-08-12,P008,Groceries,6,9,45,0,Humid,Monsoon,Low,No,Yes,7.714285714285714,11.0,270,2023-08
2023-08-15,P008,Groceries,5,8,45,0,Cloudy,Monsoon,Low,No,Yes,6.714285714285714,6.0,225,2023-08
2023-08-21,P008,Groceries,9,9,45,0,Cloudy,Monsoon,Medium,No,No,6.714285714285714,5.0,405,2023-08
2023-08-24,P008,Groceries,9,12,45,0,Rainy,Monsoon,Medium,No,No,7.428571428571429,9.0,405,2023-08
2023-08-24,P008,Groceries,10,12,45,0,Rainy,Monsoon,Medium,No,No,8.285714285714286,9.0,450,2023-08
2023-08-27,P008,Groceries,7,8,45,0,Rainy,Monsoon,Low,No,Yes,8.142857142857142,10.0,315,2023-08
2023-09-04,P008,Groceries,11,12,45,0,Rainy,Monsoon,Medium,No,No,8.142857142857142,7.0,495,2023-09
2023-09-07,P008,Groceries,7,9,45,0,Rainy,Monsoon,Low,No,No,8.285714285714286,11.0,315,2023-09
2023-09-16,P008,Groceries,8,11,45,5,Rainy,Monsoon,Medium,Yes,Yes,8.714285714285714,7.0,360,2023-09
2023-09-20,P008,Groceries,15,16,45,0,Humid,Monsoon,Medium,No,No,9.571428571428571,8.0,675,2023-09
2023-09-26,P008,Groceries,6,7,45,0,Rainy,Monsoon,Low,No,No,9.142857142857142,15.0,270,2023-09
2023-09-27,P008,Groceries,12,13,45,0,Humid,Monsoon,Medium,No,No,9.428571428571429,6.0,540,2023-09
2023-10-01,P008,Groceries,9,11,45,0,Cloudy,Autumn,Medium,No,Yes,9.714285714285714,12.0,405,2023-10
2023-10-02,P008,Groceries,8,10,45,0,Sunny,Autumn,Medium,No,No,9.285714285714286,9.0,360,2023-10
2023-10-04,P008,Groceries,13,14,45,0,Cloudy,Autumn,Medium,No,No,10.142857142857142,8.0,585,2023-10
2023-10-06,P008,Groceries,3,5,45,0,Cloudy,Autumn,Low,No,No,9.428571428571429,13.0,135,2023-10
2023-10-07,P008,Groceries,8,9,45,0,Sunny,Autumn,Medium,No,Yes,8.428571428571429,3.0,360,2023-10
2023-10-07,P008,Groceries,11,12,45,0,Sunny,Autumn,Medium,No,Yes,9.142857142857142,8.0,495,2023-10
2023-10-09,P008,Groceries,9,11,45,0,Cloudy,Autumn,Medium,No,No,8.714285714285714,11.0,405,2023-10
2023-10-16,P008,Groceries,10,13,45,0,Sunny,Autumn,Medium,No,No,8.857142857142858,9.0,450,2023-10
2023-10-17,P008,Groceries,9,10,45,0,Sunny,Autumn,Medium,No,No,9.0,10.0,405,2023-10
2023-10-22,P008,Groceries,9,10,45,0,Pleasant,Autumn,Medium,No,Yes,8.428571428571429,9.0,405,2023-10
2023-10-25,P008,Groceries,9,10,45,0,Pleasant,Autumn,Medium,No,No,9.285714285714286,9.0,405,2023-10
2023-10-28,P008,Groceries,5,8,45,0,Cloudy,Autumn,Low,No,Yes,8.857142857142858,9.0,225,2023-10
2023-10-31,P008,Groceries,6,8,45,0,Pleasant,Autumn,Low,No,No,8.142857142857142,5.0,270,2023-10
2023-11-01,P008,Groceries,10,11,45,0,Sunny,Autumn,Medium,No,No,8.285714285714286,6.0,450,2023-11
2023-11-03,P008,Groceries,2,5,45,0,Pleasant,Autumn,Low,No,No,7.142857142857143,10.0,90,2023-11
2023-11-03,P008,Groceries,6,7,45,5,Pleasant,Autumn,Low,Yes,No,6.714285714285714,2.0,270,2023-11
2023-11-03,P008,Groceries,11,12,45,0,Pleasant,Autumn,Medium,No,No,7.0,6.0,495,2023-11
2023-11-06,P008,Groceries,5,5,45,0,Pleasant,Autumn,Low,No,No,6.428571428571429,11.0,225,2023-11
2023-11-09,P008,Groceries,8,10,45,0,Cloudy,Autumn,Medium,No,No,6.857142857142857,5.0,360,2023-11
2023-11-17,P008,Groceries,11,12,45,15,Pleasant,Autumn,Medium,Yes,No,7.571428571428571,8.0,495,2023-11
2023-11-20,P008,Groceries,9,11,45,0,Cloudy,Autumn,Medium,No,No,7.428571428571429,11.0,405,2023-11
2023-11-22,P008,Groceries,6,6,45,0,Sunny,Autumn,Low,No,No,8.0,9.0,270,2023-11
2023-11-24,P008,Groceries,14,16,45,5,Sunny,Autumn,Medium,Yes,No,9.142857142857142,6.0,630,2023-11
2023-11-28,P008,Groceries,7,8,45,20,Cloudy,Autumn,Low,Yes,No,8.571428571428571,14.0,315,2023-11
2023-11-29,P008,Groceries,5,5,45,0,Cloudy,Autumn,Low,No,No,8.571428571428571,7.0,225,2023-11
2023-12-05,P008,Groceries,9,12,45,0,Cold,Winter,Medium,No,No,8.714285714285714,5.0,405,2023-12
2023-12-08,P008,Groceries,9,12,45,0,Sunny,Winter,Medium,No,No,8.428571428571429,9.0,405,2023-12
2023-12-13,P008,Groceries,9,11,45,0,Cloudy,Winter,Medium,No,No,8.428571428571429,9.0,405,2023-12
2023-12-15,P008,Groceries,9,10,45,15,Cold,Winter,Medium,Yes,No,8.857142857142858,9.0,405,2023-12
2023-12-18,P008,Groceries,4,5,45,0,Sunny,Winter,Low,No,No,7.428571428571429,9.0,180,2023-12
2023-12-20,P008,Groceries,9,9,45,0,Sunny,Winter,Medium,No,No,7.714285714285714,4.0,405,2023-12
2023-12-21,P008,Groceries,14,17,45,0,Cold,Winter,Medium,No,No,9.0,9.0,630,2023-12
2023-12-23,P008,Groceries,12,13,45,0,Cold,Winter,Medium,No,Yes,9.428571428571429,14.0,540,2023-12
2023-12-26,P008,Groceries,7,8,45,0,Cold,Winter,Low,No,No,9.142857142857142,12.0,315,2023-12
2023-12-29,P008,Groceries,9,12,45,0,Cold,Winter,Medium,No,No,9.142857142857142,7.0,405,2023-12
2024-01-09,P008,Groceries,9,11,45,0,Cold,Winter,Medium,No,No,9.142857142857142,9.0,405,2024-01
2024-01-11,P008,Groceries,7,8,45,0,Cold,Winter,Low,No,No,9.571428571428571,9.0,315,2024-01
2024-01-12,P008,Groceries,8,9,45,0,Sunny,Winter,Medium,No,No,9.428571428571429,7.0,360,2024-01
2024-01-20,P008,Groceries,8,10,45,0,Cold,Winter,Medium,No,Yes,8.571428571428571,8.0,360,2024-01
2024-01-21,P008,Groceries,5,6,45,0,Cold,Winter,Low,No,Yes,7.571428571428571,8.0,225,2024-01
2024-01-22,P008,Groceries,4,6,45,0,Sunny,Winter,Low,No,No,7.142857142857143,5.0,180,2024-01
2024-01-22,P008,Groceries,2,5,45,0,Sunny,Winter,Low,No,No,6.142857142857143,4.0,90,2024-01
2024-01-23,P008,Groceries,10,11,45,0,Cold,Winter,Medium,No,No,6.285714285714286,2.0,450,2024-01
2024-01-29,P008,Groceries,6,7,45,0,Cold,Winter,Low,No,No,6.142857142857143,10.0,270,2024-01
2024-01-30,P008,Groceries,9,11,45,0,Sunny,Winter,Medium,No,No,6.285714285714286,6.0,405,2024-01
2024-02-07,P008,Groceries,5,8,45,0,Cloudy,Winter,Low,No,No,5.857142857142857,9.0,225,2024-02
2024-02-07,P008,Groceries,13,13,45,15,Cloudy,Winter,Medium,Yes,No,7.0,5.0,585,2024-02
2024-02-13,P008,Groceries,7,9,45,0,Cold,Winter,Low,No,No,7.428571428571429,13.0,315,2024-02
2024-02-18,P008,Groceries,14,17,45,0,Cold,Winter,Medium,No,Yes,9.142857142857142,7.0,630,2024-02
2024-02-20,P008,Groceries,5,6,45,0,Cold,Winter,Low,No,No,8.428571428571429,14.0,225,2024-02
2024-02-21,P008,Groceries,3,3,45,0,Cold,Winter,Low,No,No,8.0,5.0,135,2024-02
2024-02-24,P008,Groceries,7,9,45,0,Sunny,Winter,Low,No,Yes,7.714285714285714,3.0,315,2024-02
2024-02-25,P008,Groceries,2,2,45,0,Cloudy,Winter,Low,No,Yes,7.285714285714286,7.0,90,2024-02
2024-02-26,P008,Groceries,6,8,45,0,Cold,Winter,Low,No,No,6.285714285714286,2.0,270,2024-02
2024-02-26,P008,Groceries,9,9,45,0,Cold,Winter,Medium,No,No,6.571428571428571,6.0,405,2024-02
2024-02-27,P008,Groceries,8,11,45,0,Cloudy,Winter,Medium,No,No,5.714285714285714,9.0,360,2024-02
2024-03-01,P008,Groceries,9,10,45,0,Hot,Summer,Medium,No,No,6.285714285714286,8.0,405,2024-03
2024-03-04,P008,Groceries,14,16,45,20,Sunny,Summer,Medium,Yes,No,7.857142857142857,9.0,630,2024-03
2024-03-05,P008,Groceries,5,5,45,0,Sunny,Summer,Low,No,No,7.571428571428571,14.0,225,2024-03
2024-03-06,P008,Groceries,11,12,45,0,Hot,Summer,Medium,No,No,8.857142857142858,5.0,495,2024-03
2024-03-06,P008,Groceries,13,15,45,10,Hot,Summer,Medium,Yes,No,9.857142857142858,11.0,585,2024-03
2024-03-08,P008,Groceries,15,16,45,15,Hot,Summer,Medium,Yes,Yes,10.714285714285714,13.0,675,2024-03
2024-03-10,P008,Groceries,10,11,45,0,Hot,Summer,Medium,No,Yes,11.0,15.0,450,2024-03
2024-03-12,P008,Groceries,5,8,45,0,Hot,Summer,Low,No,No,10.428571428571429,10.0,225,2024-03
2024-03-17,P008,Groceries,15,17,45,15,Sunny,Summer,Medium,Yes,Yes,10.571428571428571,5.0,675,2024-03
2024-03-18,P008,Groceries,13,16,45,0,Hot,Summer,Medium,No,No,11.714285714285714,15.0,585,2024-03
2024-03-19,P008,Groceries,6,7,45,0,Sunny,Summer,Low,No,No,11.0,13.0,270,2024-03
2024-03-20,P008,Groceries,9,12,45,0,Humid,Summer,Medium,No,No,10.428571428571429,6.0,405,2024-03
2024-03-22,P008,Groceries,6,8,45,0,Hot,Summer,Low,No,No,9.142857142857142,9.0,270,2024-03
2024-03-22,P008,Groceries,12,14,45,0,Hot,Summer,Medium,No,No,9.428571428571429,6.0,540,2024-03
2024-03-22,P008,Groceries,6,9,45,0,Hot,Summer,Low,No,No,9.571428571428571,12.0,270,2024-03
2024-03-25,P008,Groceries,11,11,45,0,Hot,Summer,Medium,No,No,9.0,6.0,495,2024-03
2024-03-31,P008,Groceries,7,9,45,0,Hot,Summer,Low,No,Yes,8.142857142857142,11.0,315,2024-03
2024-04-02,P008,Groceries,10,12,45,0,Hot,Summer,Medium,No,No,8.714285714285714,7.0,450,2024-04
2024-04-02,P008,Groceries,12,15,45,0,Hot,Summer,Medium,No,No,9.142857142857142,10.0,540,2024-04
2024-04-02,P008,Groceries,6,9,45,0,Hot,Summer,Low,No,No,9.142857142857142,12.0,270,2024-04
2024-04-05,P008,Groceries,8,9,45,0,Hot,Summer,Medium,No,No,8.571428571428571,6.0,360,2024-04
2024-04-08,P008,Groceries,1,3,45,0,Hot,Summer,Low,No,No,7.857142857142857,8.0,45,2024-04
2024-04-10,P008,Groceries,10,12,45,0,Sunny,Summer,Medium,No,No,7.714285714285714,1.0,450,2024-04
2024-04-16,P008,Groceries,8,10,45,0,Humid,Summer,Medium,No,No,7.857142857142857,10.0,360,2024-04
2024-05-03,P008,Groceries,7,9,45,0,Sunny,Summer,Low,No,No,7.428571428571429,8.0,315,2024-05
2024-05-04,P008,Groceries,14,17,45,0,Sunny,Summer,Medium,No,Yes,7.714285714285714,7.0,630,2024-05
2024-05-07,P008,Groceries,11,11,45,0,Sunny,Summer,Medium,No,No,8.428571428571429,14.0,495,2024-05
2024-05-11,P008,Groceries,11,13,45,20,Sunny,Summer,Medium,Yes,Yes,8.857142857142858,11.0,495,2024-05
2024-05-14,P008,Groceries,8,8,45,0,Sunny,Summer,Medium,No,No,9.857142857142858,11.0,360,2024-05
2024-05-21,P008,Groceries,7,8,45,0,Hot,Summer,Low,No,No,9.428571428571429,8.0,315,2024-05
2024-05-27,P008,Groceries,3,4,45,0,Hot,Summer,Low,No,No,8.714285714285714,7.0,135,2024-05
2024-05-28,P008,Groceries,13,15,45,0,Hot,Summer,Medium,No,No,9.571428571428571,3.0,585,2024-05
2024-06-02,P008,Groceries,6,7,45,0,Rainy,Monsoon,Low,No,Yes,8.428571428571429,13.0,270,2024-06
2024-06-15,P008,Groceries,14,14,45,10,Humid,Monsoon,Medium,Yes,Yes,8.857142857142858,6.0,630,2024-06
2024-06-16,P008,Groceries,9,9,45,20,Humid,Monsoon,Medium,Yes,Yes,8.571428571428571,14.0,405,2024-06
2024-06-19,P008,Groceries,22,25,45,5,Cloudy,Monsoon,High,Yes,No,10.571428571428571,9.0,990,2024-06
2024-06-25,P008,Groceries,5,5,45,0,Rainy,Monsoon,Low,No,No,10.285714285714286,22.0,225,2024-06
2024-06-29,P008,Groceries,5,5,45,0,Rainy,Monsoon,Low,No,Yes,10.571428571428571,5.0,225,2024-06
2024-06-29,P008,Groceries,19,20,45,20,Rainy,Monsoon,High,Yes,Yes,11.428571428571429,5.0,855,2024-06
2024-07-01,P008,Groceries,20,23,45,15,Humid,Monsoon,High,Yes,No,13.428571428571429,19.0,900,2024-07
2024-07-01,P008,Groceries,9,11,45,0,Humid,Monsoon,Medium,No,No,12.714285714285714,20.0,405,2024-07
2024-07-06,P008,Groceries,17,17,45,0,Rainy,Monsoon,High,No,Yes,13.857142857142858,9.0,765,2024-07
2024-07-08,P008,Groceries,4,5,45,0,Humid,Monsoon,Low,No,No,11.285714285714286,17.0,180,2024-07
2024-07-09,P008,Groceries,8,11,45,0,Rainy,Monsoon,Medium,No,No,11.714285714285714,4.0,360,2024-07
2024-07-16,P008,Groceries,11,12,45,0,Rainy,Monsoon,Medium,No,No,12.571428571428571,8.0,495,2024-07
2024-07-16,P008,Groceries,10,12,45,0,Rainy,Monsoon,Medium,No,No,11.285714285714286,11.0,450,2024-07
2024-07-17,P008,Groceries,12,15,45,10,Rainy,Monsoon,Medium,Yes,No,10.142857142857142,10.0,540,2024-07
2024-07-22,P008,Groceries,7,9,45,0,Humid,Monsoon,Low,No,No,9.857142857142858,12.0,315,2024-07
2024-07-22,P008,Groceries,9,12,45,0,Humid,Monsoon,Medium,No,No,8.714285714285714,7.0,405,2024-07
2024-07-23,P008,Groceries,9,12,45,0,Cloudy,Monsoon,Medium,No,No,9.428571428571429,9.0,405,2024-07
2024-07-29,P008,Groceries,8,8,45,0,Humid,Monsoon,Medium,No,No,9.428571428571429,9.0,360,2024-07
2024-08-02,P008,Groceries,9,12,45,0,Rainy,Monsoon,Medium,No,No,9.142857142857142,8.0,405,2024-08
2024-08-04,P008,Groceries,10,12,45,0,Humid,Monsoon,Medium,No,Yes,9.142857142857142,9.0,450,2024-08
2024-08-04,P008,Groceries,6,8,45,0,Humid,Monsoon,Low,No,Yes,8.285714285714286,10.0,270,2024-08
2024-08-07,P008,Groceries,13,13,45,0,Rainy,Monsoon,Medium,No,No,9.142857142857142,6.0,585,2024-08
2024-08-09,P008,Groceries,9,12,45,0,Rainy,Monsoon,Medium,No,No,9.142857142857142,13.0,405,2024-08
2024-08-09,P008,Groceries,6,8,45,25,Rainy,Monsoon,Low,Yes,No,8.714285714285714,9.0,270,2024-08
2024-08-10,P008,Groceries,6,9,45,0,Cloudy,Monsoon,Low,No,Yes,8.428571428571429,6.0,270,2024-08
2024-08-13,P008,Groceries,7,10,45,25,Humid,Monsoon,Low,Yes,No,8.142857142857142,6.0,315,2024-08
2024-08-13,P008,Groceries,7,9,45,5,Humid,Monsoon,Low,Yes,No,7.714285714285714,7.0,315,2024-08
2024-08-15,P008,Groceries,7,7,45,20,Rainy,Monsoon,Low,Yes,Yes,7.857142857142857,7.0,315,2024-08
2024-08-17,P008,Groceries,12,14,45,0,Rainy,Monsoon,Medium,No,Yes,7.714285714285714,7.0,540,2024-08
2024-08-18,P008,Groceries,6,9,45,0,Rainy,Monsoon,Low,No,Yes,7.285714285714286,12.0,270,2024-08
2024-08-19,P008,Groceries,13,14,45,5,Rainy,Monsoon,Medium,Yes,No,8.285714285714286,6.0,585,2024-08
2024-08-20,P008,Groceries,10,11,45,20,Humid,Monsoon,Medium,Yes,No,8.857142857142858,13.0,450,2024-08
2024-08-21,P008,Groceries,8,9,45,0,Rainy,Monsoon,Medium,No,No,9.0,10.0,360,2024-08
2024-08-28,P008,Groceries,9,12,45,0,Rainy,Monsoon,Medium,No,No,9.285714285714286,8.0,405,2024-08
2024-09-04,P008,Groceries,8,9,45,0,Humid,Monsoon,Medium,No,No,9.428571428571429,9.0,360,2024-09
2024-09-04,P008,Groceries,8,11,45,0,Humid,Monsoon,Medium,No,No,8.857142857142858,8.0,360,2024-09
2024-09-08,P008,Groceries,10,13,45,0,Rainy,Monsoon,Medium,No,Yes,9.428571428571429,8.0,450,2024-09
2024-09-10,P008,Groceries,6,7,45,25,Rainy,Monsoon,Low,Yes,No,8.428571428571429,10.0,270,2024-09
2024-09-14,P008,Groceries,7,8,45,0,Rainy,Monsoon,Low,No,Yes,8.0,6.0,315,2024-09
2024-09-17,P008,Groceries,7,8,45,0,Rainy,Monsoon,Low,No,No,7.857142857142857,7.0,315,2024-09
2024-09-25,P008,Groceries,5,7,45,0,Cloudy,Monsoon,Low,No,No,7.285714285714286,7.0,225,2024-09
2024-09-30,P008,Groceries,20,23,45,20,Rainy,Monsoon,High,Yes,No,9.0,5.0,900,2024-09
2024-09-30,P008,Groceries,10,10,45,0,Rainy,Monsoon,Medium,No,No,9.285714285714286,20.0,450,2024-09
2024-10-03,P008,Groceries,5,7,45,0,Cloudy,Autumn,Low,No,No,8.571428571428571,10.0,225,2024-10
2024-10-03,P008,Groceries,8,10,45,0,Cloudy,Autumn,Medium,No,No,8.857142857142858,5.0,360,2024-10
2024-10-05,P008,Groceries,5,7,45,0,Cloudy,Autumn,Low,No,Yes,8.571428571428571,8.0,225,2024-10
2024-10-06,P008,Groceries,9,11,45,0,Cloudy,Autumn,Medium,No,Yes,8.857142857142858,5.0,405,2024-10
2024-10-08,P008,Groceries,14,17,45,20,Pleasant,Autumn,Medium,Yes,No,10.142857142857142,9.0,630,2024-10
2024-10-09,P008,Groceries,4,6,45,0,Sunny,Autumn,Low,No,No,7.857142857142857,14.0,180,2024-10
2024-10-10,P008,Groceries,7,8,45,0,Pleasant,Autumn,Low,No,No,7.428571428571429,4.0,315,2024-10
2024-10-13,P008,Groceries,13,15,45,0,Sunny,Autumn,Medium,No,Yes,8.571428571428571,7.0,585,2024-10
2024-10-16,P008,Groceries,8,11,45,0,Pleasant,Autumn,Medium,No,No,8.571428571428571,13.0,360,2024-10
2024-10-18,P008,Groceries,12,12,45,0,Sunny,Autumn,Medium,No,No,9.571428571428571,8.0,540,2024-10
2024-11-13,P008,Groceries,7,9,45,0,Pleasant,Autumn,Low,No,No,9.285714285714286,12.0,315,2024-11
2024-11-24,P008,Groceries,8,11,45,0,Sunny,Autumn,Medium,No,Yes,8.428571428571429,7.0,360,2024-11
2024-11-28,P008,Groceries,9,11,45,0,Cloudy,Autumn,Medium,No,No,9.142857142857142,8.0,405,2024-11
2024-11-30,P008,Groceries,8,10,45,0,Pleasant,Autumn,Medium,No,Yes,9.285714285714286,9.0,360,2024-11
2024-12-01,P008,Groceries,13,14,45,0,Cold,Winter,Medium,No,Yes,9.285714285714286,8.0,585,2024-12
2024-12-03,P008,Groceries,7,7,45,0,Sunny,Winter,Low,No,No,9.142857142857142,13.0,315,2024-12
2024-12-08,P008,Groceries,5,7,45,0,Sunny,Winter,Low,No,Yes,8.142857142857142,7.0,225,2024-12
2024-12-10,P008,Groceries,6,6,45,0,Cold,Winter,Low,No,No,8.0,5.0,270,2024-12
2024-12-11,P008,Groceries,20,20,45,25,Sunny,Winter,High,Yes,No,9.714285714285714,6.0,900,2024-12
2024-12-16,P008,Groceries,5,8,45,0,Sunny,Winter,Low,No,No,9.142857142857142,20.0,225,2024-12
2024-12-17,P008,Groceries,7,10,45,0,Cold,Winter,Low,No,No,9.0,5.0,315,2024-12
2024-12-18,P008,Groceries,10,11,45,0,Cold,Winter,Medium,No,No,8.571428571428571,7.0,450,2024-12
2024-12-18,P008,Groceries,6,7,45,0,Cold,Winter,Low,No,No,8.428571428571429,10.0,270,2024-12
2024-12-19,P008,Groceries,7,10,45,0,Cold,Winter,Low,No,No,8.714285714285714,6.0,315,2024-12
2024-12-19,P008,Groceries,7,7,45,0,Cold,Winter,Low,No,No,8.857142857142858,7.0,315,2024-12
2024-12-19,P008,Groceries,9,12,45,0,Cold,Winter,Medium,No,No,7.285714285714286,7.0,405,2024-12
2024-12-21,P008,Groceries,13,16,45,0,Sunny,Winter,Medium,No,Yes,8.428571428571429,9.0,585,2024-12
2024-12-23,P008,Groceries,11,13,45,5,Cold,Winter,Medium,Yes,No,9.0,13.0,495,2024-12
2024-12-24,P008,Groceries,11,11,45,0,Cold,Winter,Medium,No,No,9.142857142857142,11.0,495,2024-12
2024-12-27,P008,Groceries,11,14,45,10,Sunny,Winter,Medium,Yes,No,9.857142857142858,11.0,495,2024-12
2022-01-04,P009,Hot Beverages,9,10,120,0,Cold,Winter,Medium,No,No,9.0,,1080,2022-01
2022-01-06,P009,Hot Beverages,4,4,120,0,Cloudy,Winter,Low,No,No,6.5,9.0,480,2022-01
2022-01-06,P009,Hot Beverages,8,8,120,0,Cloudy,Winter,Medium,No,No,7.0,4.0,960,2022-01
2022-01-10,P009,Hot Beverages,8,11,120,10,Sunny,Winter,Medium,Yes,No,7.25,8.0,960,2022-01
2022-01-12,P009,Hot Beverages,6,6,120,0,Cloudy,Winter,Medium,No,No,7.0,8.0,720,2022-01
2022-01-20,P009,Hot Beverages,4,4,120,0,Sunny,Winter,Low,No,No,6.5,6.0,480,2022-01
2022-01-22,P009,Hot Beverages,2,3,120,0,Cold,Winter,Low,No,Yes,5.857142857142857,4.0,240,2022-01
2022-01-23,P009,Hot Beverages,11,12,120,25,Cold,Winter,High,Yes,Yes,6.142857142857143,2.0,1320,2022-01
2022-01-23,P009,Hot Beverages,4,4,120,0,Cold,Winter,Low,No,Yes,6.142857142857143,11.0,480,2022-01
2022-01-26,P009,Hot Beverages,1,2,120,0,Cold,Winter,Low,No,No,5.142857142857143,4.0,120,2022-01
2022-01-29,P009,Hot Beverages,4,4,120,0,Cold,Winter,Low,No,Yes,4.571428571428571,1.0,480,2022-01
2022-01-30,P009,Hot Beverages,4,7,120,0,Cold,Winter,Low,No,Yes,4.285714285714286,4.0,480,2022-01
2022-01-31,P009,Hot Beverages,13,15,120,10,Cold,Winter,High,Yes,No,5.571428571428571,4.0,1560,2022-01
2022-02-03,P009,Hot Beverages,3,3,120,0,Sunny,Winter,Low,No,No,5.714285714285714,13.0,360,2022-02
2022-02-03,P009,Hot Beverages,3,4,120,0,Sunny,Winter,Low,No,No,4.571428571428571,3.0,360,2022-02
2022-02-05,P009,Hot Beverages,6,9,120,0,Cold,Winter,Medium,No,Yes,4.857142857142857,3.0,720,2022-02
2022-02-08,P009,Hot Beverages,9,10,120,0,Cold,Winter,Medium,No,No,6.0,6.0,1080,2022-02
2022-02-08,P009,Hot Beverages,4,7,120,0,Cold,Winter,Low,No,No,6.0,9.0,480,2022-02
2022-02-09,P009,Hot Beverages,7,10,120,0,Cold,Winter,Medium,No,No,6.428571428571429,4.0,840,2022-02
2022-02-10,P009,Hot Beverages,4,6,120,0,Cold,Winter,Low,No,No,5.142857142857143,7.0,480,2022-02
2022-02-10,P009,Hot Beverages,6,7,120,0,Cold,Winter,Medium,No,No,5.571428571428571,4.0,720,2022-02
2022-02-21,P009,Hot Beverages,6,8,120,0,Cold,Winter,Medium,No,No,6.0,6.0,720,2022-02
2022-02-21,P009,Hot Beverages,3,6,120,0,Cold,Winter,Low,No,No,5.571428571428571,6.0,360,2022-02
2022-02-22,P009,Hot Beverages,3,6,120,0,Sunny,Winter,Low,No,No,4.714285714285714,3.0,360,2022-02
2022-02-23,P009,Hot Beverages,4,4,120,0,Cold,Winter,Low,No,No,4.714285714285714,3.0,480,2022-02
2022-03-02,P009,Hot Beverages,8,8,120,25,Sunny,Summer,Medium,Yes,No,4.857142857142857,4.0,960,2022-03
2022-03-02,P009,Hot Beverages,5,8,120,0,Sunny,Summer,Medium,No,No,5.0,8.0,600,2022-03
