date,product_id,category,units_sold,units_ordered,price,discount(%),weather,season,demand,promotion,holiday,revenue,revenue_ma7,lag_1,promotion_flag,holiday_flag,month
2023-02-10,P010,Hot Beverages,7,7,180,15,Cold,Winter,Medium,Yes,No,1071.0,1163.5714285714287,1440.0,1,0,2023-02
2023-02-13,P010,Hot Beverages,6,6,180,0,Sunny,Winter,Medium,No,No,1080.0,1155.857142857143,1071.0,0,0,2023-02
2023-02-14,P010,Hot Beverages,6,7,180,0,Sunny,Winter,Medium,No,No,1080.0,1207.2857142857142,1080.0,0,0,2023-02
2023-02-17,P010,Hot Beverages,6,8,180,0,Cloudy,Winter,Medium,No,No,1080.0,1078.7142857142858,1080.0,0,0,2023-02
2023-02-22,P010,Hot Beverages,6,6,180,5,Cold,Winter,Medium,Yes,No,1026.0,1096.7142857142858,1080.0,1,0,2023-02
2023-02-23,P010,Hot Beverages,1,1,180,0,Sunny,Winter,Low,No,No,180.0,993.8571428571429,1026.0,0,0,2023-02
2023-02-25,P010,Hot Beverages,5,5,180,0,Cold,Winter,Medium,No,Yes,900.0,916.7142857142857,180.0,0,1,2023-02
2023-02-27,P010,Hot Beverages,4,4,180,0,Cold,Winter,Low,No,No,720.0,866.5714285714286,900.0,0,0,2023-02
2023-02-27,P010,Hot Beverages,3,6,180,0,Cold,Winter,Low,No,No,540.0,789.4285714285714,720.0,0,0,2023-02
2023-03-09,P010,Hot Beverages,5,5,180,0,Hot,Summer,Medium,No,No,900.0,763.7142857142857,540.0,0,0,2023-03
2023-03-13,P010,Hot Beverages,9,10,180,0,Hot,Summer,Medium,No,No,1620.0,840.8571428571429,900.0,0,0,2023-03
2023-03-18,P010,Hot Beverages,5,7,180,0,Sunny,Summer,Medium,No,Yes,900.0,822.8571428571429,1620.0,0,1,2023-03
2023-03-20,P010,Hot Beverages,5,5,180,0,Sunny,Summer,Medium,No,No,900.0,925.7142857142857,900.0,0,0,2023-03
2023-03-25,P010,Hot Beverages,5,6,180,0,Humid,Summer,Medium,No,Yes,900.0,925.7142857142857,900.0,0,1,2023-03
2023-03-26,P010,Hot Beverages,18,19,180,25,Hot,Summer,High,Yes,Yes,2430.0,1170.0,900.0,1,1,2023-03
2023-03-28,P010,Hot Beverages,8,11,180,5,Humid,Summer,Medium,Yes,No,1368.0,1288.2857142857142,2430.0,1,0,2023-03
2023-03-30,P010,Hot Beverages,6,9,180,0,Sunny,Summer,Medium,No,No,1080.0,1314.0,1368.0,0,0,2023-03
2023-03-31,P010,Hot Beverages,5,6,180,10,Hot,Summer,Medium,Yes,No,810.0,1198.2857142857142,1080.0,1,0,2023-03
2023-04-01,P010,Hot Beverages,6,9,180,0,Sunny,Summer,Medium,No,Yes,1080.0,1224.0,810.0,0,1,2023-04
2023-04-05,P010,Hot Beverages,4,4,180,0,Hot,Summer,Low,No,No,720.0,1198.2857142857142,1080.0,0,0,2023-04
2023-04-06,P010,Hot Beverages,6,9,180,0,Hot,Summer,Medium,No,No,1080.0,1224.0,720.0,0,0,2023-04
2023-04-07,P010,Hot Beverages,3,3,180,0,Sunny,Summer,Low,No,No,540.0,954.0,1080.0,0,0,2023-04
2023-04-09,P010,Hot Beverages,5,7,180,0,Hot,Summer,Medium,No,Yes,900.0,887.1428571428571,540.0,0,1,2023-04
2023-04-11,P010,Hot Beverages,5,8,180,0,Hot,Summer,Medium,No,No,900.0,861.4285714285714,900.0,0,0,2023-04
2023-04-11,P010,Hot Beverages,1,4,180,0,Hot,Summer,Low,No,No,180.0,771.4285714285714,900.0,0,0,2023-04
2023-04-13,P010,Hot Beverages,6,8,180,0,Hot,Summer,Medium,No,No,1080.0,771.4285714285714,180.0,0,0,2023-04
2023-04-15,P010,Hot Beverages,5,7,180,0,Sunny,Summer,Medium,No,Yes,900.0,797.1428571428571,1080.0,0,1,2023-04
2023-04-18,P010,Hot Beverages,3,3,180,0,Hot,Summer,Low,No,No,540.0,720.0,900.0,0,0,2023-04
2023-04-19,P010,Hot Beverages,6,7,180,0,Hot,Summer,Medium,No,No,1080.0,797.1428571428571,540.0,0,0,2023-04
2023-05-01,P010,Hot Beverages,8,11,180,15,Hot,Summer,Medium,Yes,No,1224.0,843.4285714285714,1080.0,1,0,2023-05
2023-05-01,P010,Hot Beverages,9,10,180,5,Hot,Summer,Medium,Yes,No,1539.0,934.7142857142857,1224.0,1,0,2023-05
2023-05-03,P010,Hot Beverages,3,3,180,0,Hot,Summer,Low,No,No,540.0,986.1428571428571,1539.0,0,0,2023-05
2023-05-06,P010,Hot Beverages,15,17,180,20,Hot,Summer,High,Yes,Yes,2160.0,1140.4285714285713,540.0,1,1,2023-05
2023-05-07,P010,Hot Beverages,7,7,180,5,Hot,Summer,Medium,Yes,Yes,1197.0,1182.857142857143,2160.0,1,1,2023-05
2023-05-08,P010,Hot Beverages,7,8,180,0,Hot,Summer,Medium,No,No,1260.0,1285.7142857142858,1197.0,0,0,2023-05
2023-05-11,P010,Hot Beverages,11,11,180,25,Hot,Summer,High,Yes,No,1485.0,1343.5714285714287,1260.0,1,0,2023-05
2023-05-16,P010,Hot Beverages,7,9,180,20,Hot,Summer,Medium,Yes,No,1008.0,1312.7142857142858,1485.0,1,0,2023-05
2023-05-16,P010,Hot Beverages,13,14,180,15,Hot,Summer,High,Yes,No,1989.0,1377.0,1008.0,1,0,2023-05
2023-05-17,P010,Hot Beverages,2,4,180,10,Sunny,Summer,Low,Yes,No,324.0,1346.142857142857,1989.0,1,0,2023-05
2023-05-19,P010,Hot Beverages,13,14,180,5,Hot,Summer,High,Yes,No,2223.0,1355.142857142857,324.0,1,0,2023-05
2023-05-23,P010,Hot Beverages,5,8,180,0,Sunny,Summer,Medium,No,No,900.0,1312.7142857142858,2223.0,0,0,2023-05
2023-05-24,P010,Hot Beverages,7,8,180,0,Hot,Summer,Medium,No,No,1260.0,1312.7142857142858,900.0,0,0,2023-05
2023-05-26,P010,Hot Beverages,7,10,180,20,Sunny,Summer,Medium,Yes,No,1008.0,1244.5714285714287,1260.0,1,0,2023-05
2023-05-27,P010,Hot Beverages,11,13,180,0,Humid,Summer,High,No,Yes,1980.0,1383.4285714285713,1008.0,0,1,2023-05
2023-05-27,P010,Hot Beverages,6,9,180,0,Humid,Summer,Medium,No,Yes,1080.0,1253.5714285714287,1980.0,0,1,2023-05
2023-05-29,P010,Hot Beverages,0,1,180,0,Hot,Summer,Low,No,No,0.0,1207.2857142857142,1080.0,0,0,2023-05
2023-06-02,P010,Hot Beverages,10,11,180,25,Rainy,Monsoon,High,Yes,No,1350.0,1082.5714285714287,0.0,1,0,2023-06
2023-06-05,P010,Hot Beverages,8,8,180,0,Rainy,Monsoon,Medium,No,No,1440.0,1159.7142857142858,1350.0,0,0,2023-06
2023-06-08,P010,Hot Beverages,3,5,180,0,Rainy,Monsoon,Low,No,No,540.0,1056.857142857143,1440.0,0,0,2023-06
2023-06-10,P010,Hot Beverages,3,3,180,0,Rainy,Monsoon,Low,No,Yes,540.0,990.0,540.0,0,1,2023-06
2023-06-14,P010,Hot Beverages,6,9,180,0,Humid,Monsoon,Medium,No,No,1080.0,861.4285714285714,540.0,0,0,2023-06
2023-06-15,P010,Hot Beverages,11,13,180,20,Rainy,Monsoon,High,Yes,No,1584.0,933.4285714285714,1080.0,1,0,2023-06
2023-06-15,P010,Hot Beverages,13,14,180,20,Rainy,Monsoon,High,Yes,No,1872.0,1200.857142857143,1584.0,1,0,2023-06
2023-06-17,P010,Hot Beverages,3,5,180,0,Rainy,Monsoon,Low,No,Yes,540.0,1085.142857142857,1872.0,0,1,2023-06
2023-06-22,P010,Hot Beverages,11,12,180,15,Rainy,Monsoon,High,Yes,No,1683.0,1119.857142857143,540.0,1,0,2023-06
2023-06-23,P010,Hot Beverages,2,5,180,0,Humid,Monsoon,Low,No,No,360.0,1094.142857142857,1683.0,0,0,2023-06
2023-06-23,P010,Hot Beverages,4,4,180,0,Humid,Monsoon,Low,No,No,720.0,1119.857142857143,360.0,0,0,2023-06
2023-07-02,P010,Hot Beverages,9,10,180,0,Rainy,Monsoon,Medium,No,Yes,1620.0,1197.0,720.0,0,1,2023-07
2023-07-03,P010,Hot Beverages,7,9,180,25,Rainy,Monsoon,Medium,Yes,No,945.0,1105.7142857142858,1620.0,1,0,2023-07
2023-07-05,P010,Hot Beverages,8,11,180,0,Cloudy,Monsoon,Medium,No,No,1440.0,1044.0,945.0,0,0,2023-07
2023-07-08,P010,Hot Beverages,8,9,180,0,Rainy,Monsoon,Medium,No,Yes,1440.0,1172.5714285714287,1440.0,0,1,2023-07
2023-07-11,P010,Hot Beverages,7,8,180,15,Humid,Monsoon,Medium,Yes,No,1071.0,1085.142857142857,1440.0,1,0,2023-07
2023-07-12,P010,Hot Beverages,6,9,180,0,Humid,Monsoon,Medium,No,No,1080.0,1188.0,1071.0,0,0,2023-07
2023-07-13,P010,Hot Beverages,2,2,180,0,Humid,Monsoon,Low,No,No,360.0,1136.5714285714287,1080.0,0,0,2023-07
2023-07-16,P010,Hot Beverages,3,4,180,0,Rainy,Monsoon,Low,No,Yes,540.0,982.2857142857143,360.0,0,1,2023-07
2023-07-19,P010,Hot Beverages,3,6,180,0,Humid,Monsoon,Low,No,No,540.0,924.4285714285714,540.0,0,0,2023-07
2023-07-25,P010,Hot Beverages,8,8,180,10,Rainy,Monsoon,Medium,Yes,No,1296.0,903.8571428571429,540.0,1,0,2023-07
2023-07-27,P010,Hot Beverages,4,7,180,0,Humid,Monsoon,Low,No,No,720.0,801.0,1296.0,0,0,2023-07
2023-07-29,P010,Hot Beverages,8,10,180,25,Rainy,Monsoon,Medium,Yes,Yes,1080.0,802.2857142857143,720.0,1,1,2023-07
2023-07-29,P010,Hot Beverages,4,7,180,0,Rainy,Monsoon,Low,No,Yes,720.0,750.8571428571429,1080.0,0,1,2023-07
2023-08-03,P010,Hot Beverages,1,2,180,0,Rainy,Monsoon,Low,No,No,180.0,725.1428571428571,720.0,0,0,2023-08
2023-08-03,P010,Hot Beverages,2,5,180,0,Rainy,Monsoon,Low,No,No,360.0,699.4285714285714,180.0,0,0,2023-08
2023-08-08,P010,Hot Beverages,17,19,180,20,Rainy,Monsoon,High,Yes,No,2448.0,972.0,360.0,1,0,2023-08
2023-08-09,P010,Hot Beverages,4,7,180,0,Humid,Monsoon,Low,No,No,720.0,889.7142857142857,2448.0,0,0,2023-08
2023-08-09,P010,Hot Beverages,12,14,180,5,Humid,Monsoon,High,Yes,No,2052.0,1080.0,720.0,1,0,2023-08
2023-08-16,P010,Hot Beverages,5,8,180,0,Rainy,Monsoon,Medium,No,No,900.0,1054.2857142857142,2052.0,0,0,2023-08
2023-08-19,P010,Hot Beverages,7,8,180,0,Cloudy,Monsoon,Medium,No,Yes,1260.0,1131.4285714285713,900.0,0,1,2023-08
2023-08-20,P010,Hot Beverages,14,17,180,15,Cloudy,Monsoon,High,Yes,Yes,2142.0,1411.7142857142858,1260.0,1,1,2023-08
2023-08-21,P010,Hot Beverages,2,5,180,0,Cloudy,Monsoon,Low,No,No,360.0,1411.7142857142858,2142.0,0,0,2023-08
2023-08-21,P010,Hot Beverages,7,9,180,10,Cloudy,Monsoon,Medium,Yes,No,1134.0,1224.0,360.0,1,0,2023-08
2023-08-23,P010,Hot Beverages,6,6,180,0,Rainy,Monsoon,Medium,No,No,1080.0,1275.4285714285713,1134.0,0,0,2023-08
2023-08-24,P010,Hot Beverages,4,5,180,0,Rainy,Monsoon,Low,No,No,720.0,1085.142857142857,1080.0,0,0,2023-08
2023-08-28,P010,Hot Beverages,5,6,180,0,Humid,Monsoon,Medium,No,No,900.0,1085.142857142857,720.0,0,0,2023-08
2023-08-29,P010,Hot Beverages,9,11,180,0,Cloudy,Monsoon,Medium,No,No,1620.0,1136.5714285714287,900.0,0,0,2023-08
2023-09-01,P010,Hot Beverages,6,9,180,20,Rainy,Monsoon,Medium,Yes,No,864.0,954.0,1620.0,1,0,2023-09
2023-09-10,P010,Hot Beverages,3,3,180,0,Humid,Monsoon,Low,No,Yes,540.0,979.7142857142857,864.0,0,1,2023-09
2023-09-10,P010,Hot Beverages,4,6,180,0,Humid,Monsoon,Low,No,Yes,720.0,920.5714285714286,540.0,0,1,2023-09
2023-09-12,P010,Hot Beverages,2,3,180,0,Rainy,Monsoon,Low,No,No,360.0,817.7142857142857,720.0,0,0,2023-09
2023-09-18,P010,Hot Beverages,5,8,180,10,Rainy,Monsoon,Medium,Yes,No,810.0,830.5714285714286,360.0,1,0,2023-09
2023-09-19,P010,Hot Beverages,5,7,180,0,Rainy,Monsoon,Medium,No,No,900.0,830.5714285714286,810.0,0,0,2023-09
2023-09-25,P010,Hot Beverages,5,8,180,0,Rainy,Monsoon,Medium,No,No,900.0,727.7142857142857,900.0,0,0,2023-09
2023-10-03,P010,Hot Beverages,4,4,180,5,Sunny,Autumn,Low,Yes,No,684.0,702.0,900.0,1,0,2023-10
2023-10-04,P010,Hot Beverages,4,6,180,0,Cloudy,Autumn,Low,No,No,720.0,727.7142857142857,684.0,0,0,2023-10
2023-10-06,P010,Hot Beverages,6,9,180,0,Cloudy,Autumn,Medium,No,No,1080.0,779.1428571428571,720.0,0,0,2023-10
2023-10-15,P010,Hot Beverages,6,8,180,0,Pleasant,Autumn,Medium,No,Yes,1080.0,882.0,1080.0,0,1,2023-10
2023-10-21,P010,Hot Beverages,3,4,180,0,Cloudy,Autumn,Low,No,Yes,540.0,843.4285714285714,1080.0,0,1,2023-10
2023-10-22,P010,Hot Beverages,2,3,180,0,Pleasant,Autumn,Low,No,Yes,360.0,766.2857142857143,540.0,0,1,2023-10
2023-10-25,P010,Hot Beverages,7,7,180,0,Pleasant,Autumn,Medium,No,No,1260.0,817.7142857142857,360.0,0,0,2023-10
2023-10-28,P010,Hot Beverages,8,9,180,5,Cloudy,Autumn,Medium,Yes,Yes,1368.0,915.4285714285714,1260.0,1,1,2023-10
2023-10-29,P010,Hot Beverages,6,7,180,0,Cloudy,Autumn,Medium,No,Yes,1080.0,966.8571428571429,1368.0,0,1,2023-10
2023-10-30,P010,Hot Beverages,10,12,180,0,Pleasant,Autumn,High,No,No,1800.0,1069.7142857142858,1080.0,0,0,2023-10
2023-10-30,P010,Hot Beverages,5,6,180,0,Pleasant,Autumn,Medium,No,No,900.0,1044.0,1800.0,0,0,2023-10
2023-11-03,P010,Hot Beverages,10,10,180,10,Pleasant,Autumn,High,Yes,No,1620.0,1198.2857142857142,900.0,1,0,2023-11
2023-11-07,P010,Hot Beverages,3,5,180,0,Pleasant,Autumn,Low,No,No,540.0,1224.0,1620.0,0,0,2023-11
2023-11-10,P010,Hot Beverages,3,5,180,15,Sunny,Autumn,Low,Yes,No,459.0,1109.5714285714287,540.0,1,0,2023-11
2023-11-15,P010,Hot Beverages,8,10,180,10,Pleasant,Autumn,Medium,Yes,No,1296.0,1099.2857142857142,459.0,1,0,2023-11
2023-11-25,P010,Hot Beverages,6,8,180,0,Sunny,Autumn,Medium,No,Yes,1080.0,1099.2857142857142,1296.0,0,1,2023-11
2023-11-26,P010,Hot Beverages,5,5,180,0,Cloudy,Autumn,Medium,No,Yes,900.0,970.7142857142857,1080.0,0,1,2023-11
2023-12-02,P010,Hot Beverages,3,6,180,0,Sunny,Winter,Low,No,Yes,540.0,919.2857142857143,900.0,0,1,2023-12
2023-12-06,P010,Hot Beverages,4,6,180,0,Cold,Winter,Low,No,No,720.0,790.7142857142857,540.0,0,0,2023-12
2023-12-07,P010,Hot Beverages,4,4,180,0,Cold,Winter,Low,No,No,720.0,816.4285714285714,720.0,0,0,2023-12
2023-12-09,P010,Hot Beverages,7,10,180,15,Cold,Winter,Medium,Yes,Yes,1071.0,903.8571428571429,720.0,1,1,2023-12
2023-12-12,P010,Hot Beverages,6,9,180,20,Sunny,Winter,Medium,Yes,No,864.0,842.1428571428571,1071.0,1,0,2023-12
2023-12-15,P010,Hot Beverages,7,8,180,0,Cold,Winter,Medium,No,No,1260.0,867.8571428571429,864.0,0,0,2023-12
2023-12-15,P010,Hot Beverages,7,9,180,0,Cold,Winter,Medium,No,No,1260.0,919.2857142857143,1260.0,0,0,2023-12
2023-12-27,P010,Hot Beverages,9,9,180,20,Cold,Winter,Medium,Yes,No,1296.0,1027.2857142857142,1260.0,1,0,2023-12
2023-12-29,P010,Hot Beverages,4,4,180,0,Cold,Winter,Low,No,No,720.0,1027.2857142857142,1296.0,0,0,2023-12
2023-12-30,P010,Hot Beverages,5,8,180,0,Cold,Winter,Medium,No,Yes,900.0,1053.0,720.0,0,1,2023-12
2024-01-02,P010,Hot Beverages,12,13,180,25,Cold,Winter,High,Yes,No,1620.0,1131.4285714285713,900.0,1,0,2024-01
2024-01-02,P010,Hot Beverages,6,7,180,0,Cold,Winter,Medium,No,No,1080.0,1162.2857142857142,1620.0,0,0,2024-01
2024-01-04,P010,Hot Beverages,6,9,180,0,Cold,Winter,Medium,No,No,1080.0,1136.5714285714287,1080.0,0,0,2024-01
2024-01-15,P010,Hot Beverages,7,9,180,0,Cloudy,Winter,Medium,No,No,1260.0,1136.5714285714287,1080.0,0,0,2024-01
2024-01-18,P010,Hot Beverages,10,10,180,15,Cold,Winter,High,Yes,No,1530.0,1170.0,1260.0,1,0,2024-01
2024-01-20,P010,Hot Beverages,5,8,180,0,Cold,Winter,Medium,No,Yes,900.0,1195.7142857142858,1530.0,0,1,2024-01
2024-01-26,P010,Hot Beverages,9,11,180,5,Cold,Winter,Medium,Yes,No,1539.0,1287.0,900.0,1,0,2024-01
2024-01-27,P010,Hot Beverages,10,13,180,0,Cloudy,Winter,High,No,Yes,1800.0,1312.7142857142858,1539.0,0,1,2024-01
2024-01-27,P010,Hot Beverages,9,10,180,0,Cloudy,Winter,Medium,No,Yes,1620.0,1389.857142857143,1800.0,0,1,2024-01
2024-01-29,P010,Hot Beverages,1,3,180,0,Cold,Winter,Low,No,No,180.0,1261.2857142857142,1620.0,0,0,2024-01
2024-02-02,P010,Hot Beverages,5,8,180,0,Sunny,Winter,Medium,No,No,900.0,1209.857142857143,180.0,0,0,2024-02
2024-02-12,P010,Hot Beverages,3,5,180,0,Sunny,Winter,Low,No,No,540.0,1068.4285714285713,900.0,0,0,2024-02
2024-02-13,P010,Hot Beverages,4,7,180,0,Cold,Winter,Low,No,No,720.0,1042.7142857142858,540.0,0,0,2024-02
2024-02-15,P010,Hot Beverages,9,10,180,25,Cold,Winter,Medium,Yes,No,1215.0,996.4285714285714,720.0,1,0,2024-02
2024-02-18,P010,Hot Beverages,4,4,180,0,Cold,Winter,Low,No,Yes,720.0,842.1428571428571,1215.0,0,1,2024-02
2024-02-20,P010,Hot Beverages,7,9,180,0,Cold,Winter,Medium,No,No,1260.0,790.7142857142857,720.0,0,0,2024-02
2024-02-22,P010,Hot Beverages,6,8,180,0,Cloudy,Winter,Medium,No,No,1080.0,919.2857142857143,1260.0,0,0,2024-02
2024-02-25,P010,Hot Beverages,6,9,180,10,Cloudy,Winter,Medium,Yes,Yes,972.0,929.5714285714286,1080.0,1,1,2024-02
2024-03-06,P010,Hot Beverages,2,3,180,0,Hot,Summer,Low,No,No,360.0,903.8571428571429,972.0,0,0,2024-03
2024-03-08,P010,Hot Beverages,6,8,180,0,Hot,Summer,Medium,No,Yes,1080.0,955.2857142857143,360.0,0,1,2024-03
2024-03-08,P010,Hot Beverages,7,9,180,0,Hot,Summer,Medium,No,Yes,1260.0,961.7142857142857,1080.0,0,1,2024-03
2024-03-11,P010,Hot Beverages,4,6,180,0,Hot,Summer,Low,No,No,720.0,961.7142857142857,1260.0,0,0,2024-03
2024-03-11,P010,Hot Beverages,2,5,180,0,Hot,Summer,Low,No,No,360.0,833.1428571428571,720.0,0,0,2024-03
2024-03-11,P010,Hot Beverages,2,3,180,0,Hot,Summer,Low,No,No,360.0,730.2857142857143,360.0,0,0,2024-03
2024-03-22,P010,Hot Beverages,13,15,180,10,Hot,Summer,High,Yes,No,2106.0,892.2857142857143,360.0,1,0,2024-03
2024-04-05,P010,Hot Beverages,5,6,180,10,Hot,Summer,Medium,Yes,No,810.0,956.5714285714286,2106.0,1,0,2024-04
2024-04-06,P010,Hot Beverages,4,6,180,0,Hot,Summer,Low,No,Yes,720.0,905.1428571428571,810.0,0,1,2024-04
2024-04-11,P010,Hot Beverages,7,10,180,0,Sunny,Summer,Medium,No,No,1260.0,905.1428571428571,720.0,0,0,2024-04
2024-04-12,P010,Hot Beverages,3,4,180,0,Hot,Summer,Low,No,No,540.0,879.4285714285714,1260.0,0,0,2024-04
2024-04-12,P010,Hot Beverages,3,3,180,0,Hot,Summer,Low,No,No,540.0,905.1428571428571,540.0,0,0,2024-04
2024-04-14,P010,Hot Beverages,5,5,180,0,Hot,Summer,Medium,No,Yes,900.0,982.2857142857143,540.0,0,1,2024-04
2024-04-15,P010,Hot Beverages,4,5,180,0,Sunny,Summer,Low,No,No,720.0,784.2857142857143,900.0,0,0,2024-04
2024-04-15,P010,Hot Beverages,6,9,180,0,Sunny,Summer,Medium,No,No,1080.0,822.8571428571429,720.0,0,0,2024-04
2024-04-19,P010,Hot Beverages,4,5,180,0,Hot,Summer,Low,No,No,720.0,822.8571428571429,1080.0,0,0,2024-04
2024-04-20,P010,Hot Beverages,1,3,180,0,Hot,Summer,Low,No,Yes,180.0,668.5714285714286,720.0,0,1,2024-04
2024-04-30,P010,Hot Beverages,7,7,180,0,Hot,Summer,Medium,No,No,1260.0,771.4285714285714,180.0,0,0,2024-04
2024-04-30,P010,Hot Beverages,6,7,180,0,Hot,Summer,Medium,No,No,1080.0,848.5714285714286,1260.0,0,0,2024-04
2024-05-01,P010,Hot Beverages,7,10,180,25,Hot,Summer,Medium,Yes,No,945.0,855.0,1080.0,1,0,2024-05
2024-05-03,P010,Hot Beverages,9,9,180,5,Sunny,Summer,Medium,Yes,No,1539.0,972.0,945.0,1,0,2024-05
2024-05-04,P010,Hot Beverages,3,3,180,0,Sunny,Summer,Low,No,Yes,540.0,894.8571428571429,1539.0,0,1,2024-05
2024-05-07,P010,Hot Beverages,4,4,180,0,Sunny,Summer,Low,No,No,720.0,894.8571428571429,540.0,0,0,2024-05
2024-05-10,P010,Hot Beverages,6,9,180,0,Sunny,Summer,Medium,No,No,1080.0,1023.4285714285714,720.0,0,0,2024-05
2024-05-14,P010,Hot Beverages,3,4,180,0,Sunny,Summer,Low,No,No,540.0,920.5714285714286,1080.0,0,0,2024-05
2024-05-18,P010,Hot Beverages,5,6,180,0,Sunny,Summer,Medium,No,Yes,900.0,894.8571428571429,540.0,0,1,2024-05
2024-05-18,P010,Hot Beverages,7,7,180,5,Sunny,Summer,Medium,Yes,Yes,1197.0,930.8571428571429,900.0,1,1,2024-05
2024-05-20,P010,Hot Beverages,2,5,180,0,Sunny,Summer,Low,No,No,360.0,762.4285714285714,1197.0,0,0,2024-05
2024-05-22,P010,Hot Beverages,1,1,180,0,Hot,Summer,Low,No,No,180.0,711.0,360.0,0,0,2024-05
2024-05-24,P010,Hot Beverages,3,5,180,0,Sunny,Summer,Low,No,No,540.0,685.2857142857143,180.0,0,0,2024-05
2024-05-26,P010,Hot Beverages,3,6,180,0,Hot,Summer,Low,No,Yes,540.0,608.1428571428571,540.0,0,1,2024-05
2024-05-30,P010,Hot Beverages,5,7,180,0,Hot,Summer,Medium,No,No,900.0,659.5714285714286,540.0,0,0,2024-05
2024-06-10,P010,Hot Beverages,14,16,180,15,Rainy,Monsoon,High,Yes,No,2142.0,837.0,900.0,1,0,2024-06
2024-06-12,P010,Hot Beverages,3,3,180,0,Humid,Monsoon,Low,No,No,540.0,743.1428571428571,2142.0,0,0,2024-06
2024-06-13,P010,Hot Beverages,7,9,180,0,Cloudy,Monsoon,Medium,No,No,1260.0,871.7142857142857,540.0,0,0,2024-06
2024-06-14,P010,Hot Beverages,5,7,180,0,Humid,Monsoon,Medium,No,No,900.0,974.5714285714286,1260.0,0,0,2024-06
2024-06-16,P010,Hot Beverages,9,10,180,0,Humid,Monsoon,Medium,No,Yes,1620.0,1128.857142857143,900.0,0,1,2024-06
2024-06-25,P010,Hot Beverages,7,8,180,5,Rainy,Monsoon,Medium,Yes,No,1197.0,1222.7142857142858,1620.0,1,0,2024-06
2024-06-29,P010,Hot Beverages,9,10,180,0,Rainy,Monsoon,Medium,No,Yes,1620.0,1325.5714285714287,1197.0,0,1,2024-06
2024-07-04,P010,Hot Beverages,4,7,180,0,Rainy,Monsoon,Low,No,No,720.0,1122.4285714285713,1620.0,0,0,2024-07
2024-07-05,P010,Hot Beverages,9,9,180,15,Rainy,Monsoon,Medium,Yes,No,1377.0,1242.0,720.0,1,0,2024-07
2024-07-08,P010,Hot Beverages,7,10,180,0,Humid,Monsoon,Medium,No,No,1260.0,1242.0,1377.0,0,0,2024-07
2024-07-08,P010,Hot Beverages,2,3,180,0,Humid,Monsoon,Low,No,No,360.0,1164.857142857143,1260.0,0,0,2024-07
2024-07-13,P010,Hot Beverages,4,7,180,0,Rainy,Monsoon,Low,No,Yes,720.0,1036.2857142857142,360.0,0,1,2024-07
2024-07-24,P010,Hot Beverages,5,6,180,20,Rainy,Monsoon,Medium,Yes,No,720.0,968.1428571428571,720.0,1,0,2024-07
2024-07-26,P010,Hot Beverages,8,8,180,0,Humid,Monsoon,Medium,No,No,1440.0,942.4285714285714,720.0,0,0,2024-07
2024-07-27,P010,Hot Beverages,7,10,180,0,Rainy,Monsoon,Medium,No,Yes,1260.0,1019.5714285714286,1440.0,0,1,2024-07
2024-07-30,P010,Hot Beverages,3,5,180,0,Humid,Monsoon,Low,No,No,540.0,900.0,1260.0,0,0,2024-07
2024-08-06,P010,Hot Beverages,6,8,180,25,Humid,Monsoon,Medium,Yes,No,810.0,835.7142857142857,540.0,1,0,2024-08
2024-08-07,P010,Hot Beverages,6,9,180,25,Rainy,Monsoon,Medium,Yes,No,810.0,900.0,810.0,1,0,2024-08
2024-08-10,P010,Hot Beverages,5,8,180,0,Cloudy,Monsoon,Medium,No,Yes,900.0,925.7142857142857,810.0,0,1,2024-08
2024-08-19,P010,Hot Beverages,3,6,180,0,Rainy,Monsoon,Low,No,No,540.0,900.0,900.0,0,0,2024-08
2024-08-21,P010,Hot Beverages,5,7,180,0,Rainy,Monsoon,Medium,No,No,900.0,822.8571428571429,540.0,0,0,2024-08
2024-08-22,P010,Hot Beverages,5,5,180,0,Rainy,Monsoon,Medium,No,No,900.0,771.4285714285714,900.0,0,0,2024-08
2024-08-23,P010,Hot Beverages,6,8,180,0,Humid,Monsoon,Medium,No,No,1080.0,848.5714285714286,900.0,0,0,2024-08
2024-08-24,P010,Hot Beverages,6,9,180,0,Humid,Monsoon,Medium,No,Yes,1080.0,887.1428571428571,1080.0,0,1,2024-08
2024-08-25,P010,Hot Beverages,6,6,180,0,Humid,Monsoon,Medium,No,Yes,1080.0,925.7142857142857,1080.0,0,1,2024-08
2024-08-27,P010,Hot Beverages,7,8,180,25,Cloudy,Monsoon,Medium,Yes,No,945.0,932.1428571428571,1080.0,1,0,2024-08
2024-08-31,P010,Hot Beverages,5,7,180,0,Rainy,Monsoon,Medium,No,Yes,900.0,983.5714285714286,945.0,0,1,2024-08
2024-09-01,P010,Hot Beverages,5,6,180,0,Rainy,Monsoon,Medium,No,Yes,900.0,983.5714285714286,900.0,0,1,2024-09
2024-09-01,P010,Hot Beverages,7,9,180,0,Rainy,Monsoon,Medium,No,Yes,1260.0,1035.0,900.0,0,1,2024-09
2024-09-04,P010,Hot Beverages,5,6,180,0,Humid,Monsoon,Medium,No,No,900.0,1009.2857142857143,1260.0,0,0,2024-09
2024-09-07,P010,Hot Beverages,4,7,180,0,Rainy,Monsoon,Low,No,Yes,720.0,957.8571428571429,900.0,0,1,2024-09
